temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,date
46003,45038,0,0,0,19422,1796,3957,16,2296,2013-01-30
45954,45155,0,0,0,18621,1614,3923,15,2373,2013-01-31
45908,45135,0,0,0,17805,746,2938,19,2008,2013-02-01
45764,45021,0,0,0,17964,748,2735,17,1885,2013-02-02
45801,45091,0,0,0,18094,986,3186,21,2013,2013-02-03
45915,45154,0,0,0,17843,758,2836,15,1905,2013-02-04
45950,45209,0,0,0,17948,782,2898,16,1993,2013-02-05
45833,45004,0,0,0,17963,768,2994,13,2002,2013-02-06
45774,44937,0,0,0,18485,908,2945,15,2060,2013-02-07
45856,44982,0,0,0,18757,1247,3510,16,2278,2013-02-08
45532,44605,0,0,0,17877,861,2957,10,2072,2013-02-09
45609,44794,0,0,0,19054,1257,3378,15,2154,2013-02-10
45797,44984,0,0,0,18747,1489,3719,15,2333,2013-02-11
45983,45211,0,0,0,18394,981,3199,13,2170,2013-02-12
46033,45254,0,0,0,18549,892,3008,17,2085,2013-02-13
45815,45036,0,0,0,18039,743,2870,13,2003,2013-02-14
45997,45171,0,0,0,17924,701,2749,16,1892,2013-02-15
45391,44561,0,0,0,18033,924,2967,16,1896,2013-02-16
45722,44852,0,0,0,17800,691,2891,19,1910,2013-02-17
45675,44594,0,0,0,17864,521,2541,15,1856,2013-02-18
45837,44799,0,0,0,18445,1229,3271,14,2085,2013-02-19
45808,44890,0,0,0,18373,1167,3443,17,2254,2013-02-20
45664,44822,0,0,0,18655,1310,3261,16,1703,2013-02-21
45871,44993,0,0,0,18848,1354,3551,13,2151,2013-02-22
45674,44793,0,0,0,18827,1292,3476,15,2091,2013-02-23
45583,44734,0,0,0,18079,901,3130,14,2188,2013-02-24
45853,45016,0,0,0,18286,894,2961,13,2042,2013-02-25
45633,44683,0,0,0,18995,1190,3246,11,2171,2013-02-26
45874,44916,0,0,0,18314,1326,3488,15,2262,2013-02-27
45865,44956,0,0,0,18132,1113,3270,13,2114,2013-02-28
45657,44979,0,0,0,18002,900,2997,15,1989,2013-03-01
45673,44810,0,0,0,17943,756,2846,19,1856,2013-03-02
45639,44821,0,0,0,17818,755,2886,14,1941,2013-03-03
45782,44979,0,0,0,17701,516,2585,13,1884,2013-03-04
45752,44995,0,0,0,18551,920,2938,13,1911,2013-03-05
45340,44609,0,0,0,18603,1193,3224,13,2037,2013-03-06
45847,45117,0,0,0,17936,727,2830,14,1796,2013-03-07
45486,44707,0,0,0,18002,815,2824,14,1886,2013-03-08
45701,44903,0,0,0,19028,931,3048,10,2100,2013-03-09
45714,44881,0,0,0,19286,1111,3271,14,2113,2013-03-10
45404,44644,0,0,0,18304,936,2691,12,1762,2013-03-11
46085,45315,0,0,0,18508,1214,3384,13,2230,2013-03-12
46040,45302,0,0,0,17738,735,2866,18,2145,2013-03-13
45656,44903,0,0,0,17616,400,2513,18,1877,2013-03-14
45967,45241,0,0,0,17795,440,2420,16,1829,2013-03-15
45746,45032,0,0,0,17899,763,2827,14,1952,2013-03-16
45763,45036,0,0,0,18034,744,2870,16,2018,2013-03-17
45987,45267,0,0,0,18691,1113,3267,14,2143,2013-03-18
46141,45396,0,0,0,18159,1176,3400,14,2306,2013-03-19
46156,45370,0,0,0,17916,863,2972,16,2085,2013-03-20
46054,45294,0,0,0,17835,825,2960,14,1980,2013-03-21
46066,45309,0,0,0,18053,879,3057,15,2034,2013-03-22
45704,44907,0,0,0,18088,860,3019,11,2010,2013-03-23
45696,44878,0,0,0,18833,1261,3385,10,2084,2013-03-24
45738,44964,0,0,0,18471,1103,3146,10,1956,2013-03-25
46065,45291,0,0,0,17913,745,2930,11,1864,2013-03-26
46060,45304,0,0,0,17694,435,2516,15,1847,2013-03-27
46078,45358,0,0,0,17772,457,2561,15,1856,2013-03-28
45755,45078,0,0,0,17816,430,2495,17,1895,2013-03-29
45781,45099,0,0,0,18355,645,2742,11,2003,2013-03-30
45590,44847,0,0,0,18353,1012,3148,13,2190,2013-03-31
45709,44934,0,0,0,17977,1017,3332,13,2280,2013-04-01
45864,45110,0,0,0,17845,585,2719,13,1991,2013-04-02
45861,45132,0,0,0,18156,690,2777,12,1976,2013-04-03
45787,45043,0,0,0,18479,898,2909,11,2003,2013-04-04
45778,44977,0,0,0,18271,782,3006,17,2097,2013-04-05
45742,44958,0,0,0,18044,584,2653,17,2005,2013-04-06
45697,44884,0,0,0,18040,692,2796,12,2032,2013-04-07
45659,44840,0,0,0,18364,845,2993,12,2091,2013-04-08
45617,44826,0,0,0,18484,970,3075,15,2164,2013-04-09
45644,44865,0,0,0,19011,1374,3413,14,2190,2013-04-10
45857,45064,0,0,0,19077,1425,3708,11,2358,2013-04-11
45864,45070,0,0,0,18650,1358,3589,15,2368,2013-04-12
45661,44888,0,0,0,17880,793,3062,12,2224,2013-04-13
45610,44848,0,0,0,18266,859,2976,12,2121,2013-04-14
45933,45214,0,0,0,18483,938,3212,12,2275,2013-04-15
45931,45223,0,0,0,17984,785,2953,10,2078,2013-04-16
46067,45336,0,0,0,18426,1003,3196,13,2177,2013-04-17
45976,45217,0,0,0,19475,1242,3410,16,2196,2013-04-18
46012,45244,0,0,0,18532,1143,3349,13,2319,2013-04-19
45568,44790,0,0,0,18183,967,3358,11,2246,2013-04-20
45678,44938,0,0,0,17722,415,2503,16,1951,2013-04-21
45886,45141,0,0,0,18093,613,2652,12,2008,2013-04-22
45959,45187,0,0,0,18347,823,2898,14,2073,2013-04-23
45907,45112,0,0,0,18371,959,3132,13,2144,2013-04-24
45869,45108,0,0,0,17702,550,2853,15,2232,2013-04-25
45986,45237,0,0,0,17962,488,2517,16,1958,2013-04-26
45526,44759,0,0,0,18143,596,2654,12,1963,2013-04-27
45751,44996,0,0,0,18412,850,2943,13,2054,2013-04-28
45886,45154,0,0,0,18622,1007,3205,13,2180,2013-04-29
45890,45171,0,0,0,18019,632,2861,14,2154,2013-04-30
46025,45285,0,0,0,18398,730,2712,18,2028,2013-05-01
46234,45495,0,0,0,18856,970,3008,14,1981,2013-05-02
46356,45545,0,0,0,19107,1070,3224,21,2050,2013-05-03
46302,45545,0,0,0,18924,998,3185,13,2190,2013-05-04
46171,45396,0,0,0,18325,757,2917,11,2098,2013-05-05
46242,45473,0,0,0,18237,738,2885,17,2075,2013-05-06
46293,45463,0,0,0,18078,683,2921,12,2088,2013-05-07
46275,45486,0,0,0,18248,816,2995,10,2111,2013-05-08
46095,45261,0,0,0,18725,1043,3248,16,2261,2013-05-09
46328,45470,0,0,0,18685,969,3360,15,2350,2013-05-10
46163,45308,0,0,0,18737,1032,3276,15,2265,2013-05-11
46156,45320,0,0,0,18616,747,3143,16,2279,2013-05-12
46288,45491,0,0,0,18105,457,2533,12,1997,2013-05-13
46303,45507,0,0,0,18039,343,2429,17,1927,2013-05-14
46272,45469,0,0,0,18212,636,2624,15,1915,2013-05-15
46361,45532,0,0,0,18301,761,2989,13,2127,2013-05-16
46352,45498,0,0,0,18517,723,2902,13,2131,2013-05-17
46142,45292,0,0,0,18755,893,3066,15,2164,2013-05-18
46004,45150,0,0,0,18936,1092,3291,15,2304,2013-05-19
46057,45186,0,0,0,19438,1113,3443,15,2368,2013-05-20
46037,45175,0,0,0,19246,989,3228,11,2342,2013-05-21
46071,45206,0,0,0,19205,1181,3455,12,2287,2013-05-22
46287,45399,0,0,0,19188,1162,3553,20,2380,2013-05-23
46307,45451,0,0,0,19155,977,3227,15,2193,2013-05-24
46192,45336,0,0,0,19265,866,3004,18,2153,2013-05-25
46102,45247,0,0,0,18758,788,2935,15,2071,2013-05-26
46161,45361,0,0,0,18549,743,2912,21,2084,2013-05-27
46317,45490,0,0,0,18668,1039,3215,20,2219,2013-05-28
46339,45514,0,0,0,18603,1045,3277,19,2164,2013-05-29
46437,45581,0,0,0,19240,1043,3315,17,2334,2013-05-30
46307,45474,0,0,0,18735,871,3161,14,2245,2013-05-31
45935,45123,0,0,0,17106,824,2916,19,2051,2013-06-01
45695,45066,0,0,0,18684,848,3066,12,2121,2013-06-02
45780,45269,0,0,0,18891,948,3015,16,2122,2013-06-03
46234,45382,0,0,0,18475,688,2880,17,2019,2013-06-04
46413,45601,0,0,0,18500,814,2964,19,2138,2013-06-05
46407,45566,0,0,0,18957,1151,3290,15,2261,2013-06-06
46300,45473,0,0,0,19327,1230,3443,14,2355,2013-06-07
46205,45294,0,0,0,19056,915,3228,13,2268,2013-06-08
46230,45329,0,0,0,19338,881,2996,15,2193,2013-06-09
46410,45505,0,0,0,18907,1172,3403,17,2386,2013-06-10
45380,44487,0,0,0,18411,869,3173,18,2226,2013-06-11
46342,45440,0,0,0,18363,604,2777,22,2000,2013-06-12
46242,45395,0,0,0,18262,810,2900,23,2131,2013-06-13
46204,45347,0,0,0,18390,712,3011,13,2211,2013-06-14
46110,45272,0,0,0,18566,576,2717,15,2104,2013-06-15
45991,45127,0,0,0,18363,677,2851,17,2131,2013-06-16
45877,45004,0,0,0,18275,718,2876,16,2141,2013-06-17
45693,44864,0,0,0,18448,896,2922,16,2017,2013-06-18
46150,45295,0,0,0,18291,699,2956,21,2000,2013-06-19
46093,45181,0,0,0,18525,491,2617,20,2040,2013-06-20
44754,43971,0,0,0,18494,564,2576,22,1970,2013-06-21
45971,45119,0,0,0,18528,615,2830,16,2159,2013-06-22
46064,45191,0,0,0,18546,773,3003,15,2187,2013-06-23
46069,45190,0,0,0,18535,879,3093,13,2236,2013-06-24
46323,45462,0,0,0,18308,875,3257,18,2337,2013-06-25
46359,45526,0,0,0,18562,848,3147,21,2289,2013-06-26
46328,45478,0,0,0,18366,833,3044,17,2307,2013-06-27
46233,45366,0,0,0,18565,895,3159,16,2311,2013-06-28
45861,44989,0,0,0,18894,980,3310,21,2296,2013-06-29
45877,44958,0,0,0,18637,861,3102,16,2225,2013-06-30
45984,45064,0,0,0,18826,1236,3506,18,2317,2013-07-01
46199,45293,0,0,0,18747,1207,3454,21,2249,2013-07-02
45357,44494,0,0,0,18628,1051,3349,20,2241,2013-07-03
45714,44801,0,0,0,18462,962,2809,20,920,2013-07-04
46170,45232,0,0,0,18470,949,3148,17,2119,2013-07-05
46205,45299,0,0,0,18786,932,3215,23,2218,2013-07-06
46057,45148,0,0,0,18461,833,3096,11,2203,2013-07-07
46153,45274,0,0,0,18383,968,3292,15,2280,2013-07-08
46255,45385,0,0,0,18295,834,3153,14,2275,2013-07-09
46430,45577,0,0,0,18126,754,3147,17,2297,2013-07-10
46542,45662,0,0,0,18296,882,3452,23,2484,2013-07-11
46434,45549,0,0,0,18195,702,2962,20,2194,2013-07-12
46179,45300,0,0,0,18338,761,2964,19,2107,2013-07-13
45862,45000,0,0,0,18354,776,2972,19,2164,2013-07-14
46091,45189,0,0,0,18786,868,3011,14,2120,2013-07-15
46392,45543,0,0,0,18304,751,2933,14,1962,2013-07-16
46269,45470,0,0,0,18286,802,2982,19,2090,2013-07-17
46257,45456,0,0,0,18230,635,2824,20,2111,2013-07-18
46272,45460,0,0,0,18318,623,2744,18,2060,2013-07-19
46172,45321,0,0,0,18397,829,3029,11,2215,2013-07-20
46035,45214,0,0,0,18387,834,3161,15,2269,2013-07-21
46068,45244,0,0,0,18299,814,3074,17,2258,2013-07-22
46074,45262,0,0,0,18265,876,3155,15,2253,2013-07-23
46105,45251,0,0,0,18153,559,2681,15,1876,2013-07-24
46110,45266,0,0,0,18230,575,2766,12,2056,2013-07-25
46030,45166,0,0,0,18800,884,3105,16,2194,2013-07-26
45924,45137,0,0,0,18556,877,3136,13,2254,2013-07-27
45865,45068,0,0,0,18289,795,3157,16,2279,2013-07-28
45986,45188,0,0,0,18283,698,3036,17,2224,2013-07-29
46026,45234,0,0,0,18291,616,2783,13,2172,2013-07-30
46213,45444,0,0,0,18120,747,2883,17,2160,2013-07-31
46152,45357,0,0,0,18275,922,3030,19,2008,2013-08-01
46264,45422,0,0,0,18591,854,3281,17,2290,2013-08-02
46049,45188,0,0,0,18462,897,3103,16,2110,2013-08-03
45861,45068,0,0,0,18231,652,2931,15,2203,2013-08-04
46093,45340,0,0,0,18607,663,2864,17,2130,2013-08-05
46303,45493,0,0,0,18427,730,3009,15,2173,2013-08-06
46157,45316,0,0,0,18391,757,2979,15,2253,2013-08-07
45798,45021,0,0,0,18511,897,3048,15,2168,2013-08-08
46061,45226,0,0,0,18502,1079,3356,17,2290,2013-08-09
45948,45123,0,0,0,16595,730,3113,19,2309,2013-08-10
45882,45086,0,0,0,17293,663,2925,20,2161,2013-08-11
45502,44716,0,0,0,17594,746,2963,22,2228,2013-08-12
46238,45454,0,0,0,16911,940,3233,24,2341,2013-08-13
46202,45444,0,0,0,18264,666,2998,18,2286,2013-08-14
46319,45570,0,0,0,18168,635,2785,11,2045,2013-08-15
46045,45289,0,0,0,18211,602,2843,21,2050,2013-08-16
46126,45329,0,0,0,18316,700,2866,19,2140,2013-08-17
46041,45251,0,0,0,18478,824,3037,12,2212,2013-08-18
46238,45457,0,0,0,18478,800,3074,18,2249,2013-08-19
46415,45612,0,0,0,18005,515,2753,15,2176,2013-08-20
46239,45428,0,0,0,18148,629,2820,16,2105,2013-08-21
45056,44331,0,0,0,18408,906,2838,17,1907,2013-08-22
45130,44433,0,0,0,18123,749,2907,15,2048,2013-08-23
46146,45424,0,0,0,17997,574,2889,17,2077,2013-08-24
46002,45247,0,0,0,17986,524,2745,15,2152,2013-08-25
46242,45497,0,0,0,18284,763,3011,19,2174,2013-08-26
46227,45536,0,0,0,18108,721,3000,19,2231,2013-08-27
46282,45541,0,0,0,18252,708,2904,23,2131,2013-08-28
46306,45645,0,0,0,18232,702,2990,18,2215,2013-08-29
46014,45273,0,0,0,18322,460,2639,18,2004,2013-08-30
46095,45353,0,0,0,18321,636,2819,16,2146,2013-08-31
45982,45236,0,0,0,18516,820,3108,17,2297,2013-09-01
45997,45249,0,0,0,18905,1032,3402,13,2392,2013-09-02
46212,45447,0,0,0,18658,771,3203,20,2421,2013-09-03
46270,45495,0,0,0,18193,563,2887,16,2282,2013-09-04
46202,45435,0,0,0,18120,635,2898,18,2192,2013-09-05
46157,45392,0,0,0,18074,547,2765,16,2115,2013-09-06
46083,45259,0,0,0,18263,612,2828,18,2154,2013-09-07
45980,45158,0,0,0,18272,740,3062,15,2216,2013-09-08
46137,45348,0,0,0,18197,627,2817,12,2156,2013-09-09
46156,45369,0,0,0,18329,797,3000,19,2131,2013-09-10
46109,45315,0,0,0,18396,806,3007,21,2208,2013-09-11
46202,45372,0,0,0,18486,965,3231,13,2189,2013-09-12
45678,44867,0,0,0,18509,1059,3395,6,2307,2013-09-13
45996,45198,0,0,0,18318,597,2831,16,2135,2013-09-14
45967,45185,0,0,0,18728,792,2947,16,2156,2013-09-15
46114,45326,0,0,0,18534,1046,3308,19,2286,2013-09-16
46154,45447,0,0,0,18093,700,2927,21,2087,2013-09-17
46167,45489,0,0,0,18505,809,3136,17,2227,2013-09-18
46167,45508,0,0,0,18486,793,2971,14,2139,2013-09-19
46195,45509,0,0,0,19272,1121,3441,16,2353,2013-09-20
46103,45455,0,0,0,19215,1218,3495,20,2361,2013-09-21
45898,45240,0,0,0,18936,1036,3469,14,2408,2013-09-22
46036,45315,0,0,0,18309,689,2893,17,2194,2013-09-23
46130,45389,0,0,0,18151,619,2815,13,2077,2013-09-24
46236,45464,0,0,0,18456,776,2945,13,2144,2013-09-25
46157,45367,0,0,0,18116,613,2879,12,2177,2013-09-26
46255,45501,0,0,0,18236,576,2729,19,2087,2013-09-27
46088,45362,0,0,0,19226,839,3075,16,2251,2013-09-28
45858,45143,0,0,0,18772,871,3191,18,2391,2013-09-29
45843,45124,0,0,0,18188,666,2868,15,2115,2013-09-30
46096,45352,0,0,0,18042,387,2450,15,1828,2013-10-01
46298,45568,0,0,0,18191,447,2433,15,1639,2013-10-02
46151,45454,0,0,0,18198,745,2914,17,2110,2013-10-03
46301,45613,0,0,0,18447,914,3183,17,2268,2013-10-04
46097,45377,0,0,0,18634,932,3244,20,2316,2013-10-05
46023,45291,0,0,0,19007,1207,3527,17,2346,2013-10-06
46264,45494,0,0,0,18985,1130,3434,17,2445,2013-10-07
46254,45513,0,0,0,18393,672,2894,19,2272,2013-10-08
46275,45545,0,0,0,18091,557,2694,16,2017,2013-10-09
45996,45394,0,0,0,18406,733,2855,14,2013,2013-10-10
46200,45479,0,0,0,18461,821,3061,19,2146,2013-10-11
44619,43924,0,0,0,18421,701,2470,13,1755,2013-10-12
46035,45253,0,0,0,18366,730,3011,23,2240,2013-10-13
46049,45278,0,0,0,18908,1075,3291,16,2267,2013-10-14
46039,45250,0,0,0,19504,1054,3323,19,2302,2013-10-15
46079,45313,0,0,0,18987,987,3251,14,2260,2013-10-16
46178,45393,0,0,0,18752,941,3231,15,2247,2013-10-17
46262,45498,0,0,0,18664,903,3253,17,2378,2013-10-18
45816,45072,0,0,0,18760,1051,3262,21,2279,2013-10-19
46035,45255,0,0,0,18540,803,3205,18,2308,2013-10-20
46203,45416,0,0,0,18069,567,2778,20,2116,2013-10-21
46318,45552,0,0,0,18333,798,2957,17,2096,2013-10-22
45858,45097,0,0,0,18119,713,2788,19,1932,2013-10-23
46524,45745,0,0,0,17957,537,2707,15,1445,2013-10-24
46595,45855,0,0,0,17863,435,2657,19,1951,2013-10-25
46438,45694,0,0,0,18233,449,2490,23,1985,2013-10-26
46346,45587,0,0,0,18633,569,2753,19,2065,2013-10-27
46298,45517,0,0,0,18207,680,2831,23,2104,2013-10-28
45511,44725,0,0,0,17979,751,2809,15,2019,2013-10-29
46305,45589,0,0,0,18555,1028,3180,17,1997,2013-10-30
45900,45182,0,0,0,19736,1684,3592,18,2076,2013-10-31
46137,45405,0,0,0,19561,1352,3853,14,2325,2013-11-01
46353,45650,0,0,0,18831,876,3080,17,2317,2013-11-02
44621,43954,0,0,0,18105,566,2695,11,2004,2013-11-03
46343,45661,0,0,0,18183,655,2687,13,1953,2013-11-04
46232,45504,0,0,0,18771,1115,3168,15,2034,2013-11-05
46391,45649,0,0,0,19202,1232,3522,17,2312,2013-11-06
46430,45710,0,0,0,19049,1178,3401,20,2363,2013-11-07
46539,45787,0,0,0,18164,605,2865,20,2212,2013-11-08
46441,45703,0,0,0,18338,524,2695,19,2042,2013-11-09
46326,45628,0,0,0,18438,663,2743,19,2040,2013-11-10
46435,45739,0,0,0,18179,601,2718,18,2028,2013-11-11
46494,45817,0,0,0,18337,860,3110,20,2176,2013-11-12
46541,45800,0,0,0,17876,543,2714,21,2069,2013-11-13
46523,45806,0,0,0,17678,359,2394,17,1903,2013-11-14
46607,45913,0,0,0,18178,588,2619,18,1930,2013-11-15
46398,45673,0,0,0,18710,980,3202,17,2230,2013-11-16
46040,45348,0,0,0,19372,1285,3475,17,2345,2013-11-17
45992,45317,0,0,0,18992,1046,3481,14,2386,2013-11-18
46204,45448,0,0,0,18158,526,2496,12,1950,2013-11-19
46448,45634,0,0,0,18016,618,2585,15,1656,2013-11-20
46463,45577,0,0,0,18541,1205,3330,18,2165,2013-11-21
46361,45578,0,0,0,19458,1809,4114,15,2418,2013-11-22
46302,45530,0,0,0,18911,1297,3702,19,2441,2013-11-23
46213,45432,0,0,0,18330,955,3201,17,2126,2013-11-24
46271,45521,0,0,0,18238,807,2938,14,2043,2013-11-25
46449,45692,0,0,0,19079,1417,3516,18,2206,2013-11-26
46416,45644,0,0,0,20181,1696,3897,22,2338,2013-11-27
46190,45482,0,0,0,18300,596,2835,15,2084,2013-11-28
46246,45519,0,0,0,17800,367,2371,19,1867,2013-11-29
46205,45406,0,0,0,17867,334,2424,18,1969,2013-11-30
45971,45156,0,0,0,18197,514,2502,19,1937,2013-12-01
46160,45325,0,0,0,18542,623,2711,16,1993,2013-12-02
45638,44848,0,0,0,18480,876,2948,12,1989,2013-12-03
46231,45439,0,0,0,18892,1000,3200,16,2146,2013-12-04
46124,45350,0,0,0,18470,1053,3146,13,2009,2013-12-05
45759,45064,0,0,0,19352,1643,3892,15,2187,2013-12-06
45899,45168,0,0,0,18398,1253,3562,19,2301,2013-12-07
45996,45194,0,0,0,18388,1311,3448,17,2120,2013-12-08
46183,45409,0,0,0,18922,1500,3866,14,2327,2013-12-09
46225,45427,0,0,0,18995,1315,3420,18,2216,2013-12-10
46066,45213,0,0,0,18158,734,2570,16,2133,2013-12-11
45991,45104,0,0,0,18097,647,2292,18,1707,2013-12-12
46319,45502,0,0,0,18630,893,2541,18,1896,2013-12-13
45987,45127,0,0,0,19598,1715,3399,12,2163,2013-12-14
45775,44835,0,0,0,19403,1476,3562,13,2344,2013-12-15
46055,45095,0,0,0,18257,768,2521,15,2006,2013-12-16
46351,45452,0,0,0,18230,913,2568,16,2008,2013-12-17
45808,45002,0,0,0,18244,712,2503,15,1910,2013-12-18
46258,45557,0,0,0,18218,722,2403,11,1801,2013-12-19
46399,45608,0,0,0,19228,1381,3018,13,2011,2013-12-20
46235,45292,0,0,0,20685,1948,3715,16,2296,2013-12-21
45825,44905,0,0,0,20251,2054,4080,12,2421,2013-12-22
46169,45290,0,0,0,19835,1733,3680,15,2260,2013-12-23
45871,44941,0,0,0,18555,1106,3055,21,2155,2013-12-24
45211,44103,0,0,0,18117,730,2507,16,1873,2013-12-25
45964,44842,0,0,0,18556,950,2656,17,1940,2013-12-26
46040,44860,0,0,0,18615,625,2414,18,1962,2013-12-27
45977,45038,0,0,0,18581,718,2352,15,1854,2013-12-28
45833,44957,0,0,0,19516,1404,3120,20,2041,2013-12-29
45821,44925,0,0,0,18600,1017,2901,15,2145,2013-12-30
46174,45349,0,0,0,18419,999,2671,18,1862,2013-12-31
